id,pert,gene,label
Dpm1_Chpf,Dpm1,Chpf,none
Pgm3_Cd72,Pgm3,Cd72,none
Klf6_Coro2a,Klf6,Coro2a,down
Sfpq_D17H6S56E-5,Sfpq,D17H6S56E-5,none
Irak4_Clec4e,Irak4,Clec4e,none
Nkap_Serpinb6a,Nkap,Serpinb6a,up
Alg2_Cyb5r1,Alg2,Cyb5r1,up
Rps5_Tmem176b,Rps5,Tmem176b,none
Mapkapk2_Gbe1,Mapkapk2,Gbe1,none
Tcp1_Acod1,Tcp1,Acod1,none
Rtf1_Pou3f1,Rtf1,Pou3f1,up
Trappc8_Doc2g,Trappc8,Doc2g,none
Psmd13_Uchl1,Psmd13,Uchl1,up
2310011J03Rik_Taldo1,2310011J03Rik,Taldo1,none
Mcm4_H2-Q7,Mcm4,H2-Q7,none
Leng8_Tubb6,Leng8,Tubb6,none
Prdm1_Clec4d,Prdm1,Clec4d,none
Ehmt2_Pdcd4,Ehmt2,Pdcd4,none
Bag6_Etnk1,Bag6,Etnk1,none
Srsf1_Cd68,Srsf1,Cd68,up
Gins4_Cd36,Gins4,Cd36,none
Tcp1_Gyg,Tcp1,Gyg,none
Tyk2_Ms4a4c,Tyk2,Ms4a4c,down
Acin1_Cotl1,Acin1,Cotl1,none
Mafb_Sqstm1,Mafb,Sqstm1,none
Ptpa_Il15,Ptpa,Il15,up
Spout1_Gusb,Spout1,Gusb,none
Pfn1_Stap1,Pfn1,Stap1,none
Cwc25_Ctsl,Cwc25,Ctsl,none
Dr1_Galnt7,Dr1,Galnt7,none
Wdr3_Ust,Wdr3,Ust,none
Aip_Adssl1,Aip,Adssl1,none
Atf4_Gpnmb,Atf4,Gpnmb,none
Yy1_C3,Yy1,C3,none
Wdr61_Ddit3,Wdr61,Ddit3,none
Exosc7_Gapdh,Exosc7,Gapdh,down
Stag2_Gm1673,Stag2,Gm1673,none
Rpap2_Hsp90b1,Rpap2,Hsp90b1,none
Polr2i_Polr2a,Polr2i,Polr2a,up
Dcaf7_Ms4a6b,Dcaf7,Ms4a6b,none
Ppp2r2a_Icam1,Ppp2r2a,Icam1,none
Smg5_Zfas1,Smg5,Zfas1,up
Chmp3_Hsp90ab1,Chmp3,Hsp90ab1,none
Rps19_Gls,Rps19,Gls,up
Trem2_Trem2,Trem2,Trem2,down
Ctcf_Misp,Ctcf,Misp,none
Nprl2_Smim36,Nprl2,Smim36,up
Il10ra_Lima1,Il10ra,Lima1,none
Ube4b_Hmgn1,Ube4b,Hmgn1,none
Sptlc1_Dhcr24,Sptlc1,Dhcr24,up
Tyk2_Lyz1,Tyk2,Lyz1,none
Bop1_Rabac1,Bop1,Rabac1,none
Rb1cc1_Sec11c,Rb1cc1,Sec11c,none
Mta2_Creg1,Mta2,Creg1,none
Dpy30_Ifrd1,Dpy30,Ifrd1,down
Cdc42_Plaur,Cdc42,Plaur,up
Cfdp1_Clec4e,Cfdp1,Clec4e,none
Cbfb_Npy,Cbfb,Npy,up
Sptssa_Ifitm6,Sptssa,Ifitm6,up
Bcl6_Slamf9,Bcl6,Slamf9,down
Dda1_Inpp5f,Dda1,Inpp5f,up
Fermt3_Cacna1d,Fermt3,Cacna1d,up
Mettl3_Fcgr2b,Mettl3,Fcgr2b,none
Tmem258_Ddit3,Tmem258,Ddit3,up
Meaf6_Prdx1,Meaf6,Prdx1,up
Jtb_Stk17b,Jtb,Stk17b,none
Fth1_Oasl1,Fth1,Oasl1,none
Chmp5_Bcl2a1a,Chmp5,Bcl2a1a,none
Eif2s1_Chchd10,Eif2s1,Chchd10,up
Usp9x_Gm30329,Usp9x,Gm30329,none
Irak4_Psma6,Irak4,Psma6,down
Elavl1_Ppfibp2,Elavl1,Ppfibp2,none
Daxx_Hspa1a,Daxx,Hspa1a,up
Pgm3_Ddit3,Pgm3,Ddit3,up
Wdr75_Psd3,Wdr75,Psd3,none
Mms22l_Slamf9,Mms22l,Slamf9,none
Stk11_Ern1,Stk11,Ern1,none
Rngtt_Acp5,Rngtt,Acp5,none
Med20_Pdia3,Med20,Pdia3,none
Rps5_Marcks,Rps5,Marcks,up
Med25_Ttyh2,Med25,Ttyh2,none
Uvrag_C3,Uvrag,C3,down
Nolc1_Sqstm1,Nolc1,Sqstm1,none
Pfdn6_Saa3,Pfdn6,Saa3,down
Gins4_Rmdn3,Gins4,Rmdn3,up
Rhoa_B3gnt8,Rhoa,B3gnt8,none
Dcaf7_Fpr2,Dcaf7,Fpr2,up
Ptpa_Prss50,Ptpa,Prss50,none
Rpap2_Acod1,Rpap2,Acod1,down
Ube2m_Gls,Ube2m,Gls,none
Fermt3_Cd72,Fermt3,Cd72,down
Cul2_Pgm1,Cul2,Pgm1,up
Zfp207_Ifit3,Zfp207,Ifit3,down
Usp39_Thoc5,Usp39,Thoc5,none
Wnk1_Fcgr2b,Wnk1,Fcgr2b,none
Syvn1_Herpud1,Syvn1,Herpud1,up
Nprl2_Pf4,Nprl2,Pf4,up
Tsc2_Lgals3,Tsc2,Lgals3,up
Bap1_Npy,Bap1,Npy,down
Ncor2_Ahnak,Ncor2,Ahnak,none
Rheb_Cxcl2,Rheb,Cxcl2,none
Egln1_Fam162a,Egln1,Fam162a,up
Mphosph10_Tlr2,Mphosph10,Tlr2,none
Cog5_Fh1,Cog5,Fh1,down
Rraga_S100a11,Rraga,S100a11,none
Wnk1_Mt1,Wnk1,Mt1,up
Wtap_Lipa,Wtap,Lipa,up
Traf3_Tcf4,Traf3,Tcf4,none
Hyou1_Hspa5,Hyou1,Hspa5,up
Cul2_Galk1,Cul2,Galk1,up
Fbxo11_Usp1,Fbxo11,Usp1,none
Psmd13_Pcdh7,Psmd13,Pcdh7,up
Cct2_Prune2,Cct2,Prune2,none
Ints1_Rusc2,Ints1,Rusc2,none
Rbbp6_Creg1,Rbbp6,Creg1,none
Fbxo11_Bcl6,Fbxo11,Bcl6,down
Cog5_Cacna1a,Cog5,Cacna1a,none
Kat5_Clec4d,Kat5,Clec4d,up
Tut1_Lmna,Tut1,Lmna,up
Rnf40_Stxbp3,Rnf40,Stxbp3,up
Pias1_Il1b,Pias1,Il1b,none
Strap_St3gal5,Strap,St3gal5,down
Mbd2_Igtp,Mbd2,Igtp,up
Cwc25_Mdc1,Cwc25,Mdc1,none
Nipbl_Lmna,Nipbl,Lmna,none
Rpl26_Bud23,Rpl26,Bud23,none
Trappc8_Ift20,Trappc8,Ift20,up
Hspa4_Hspa1b,Hspa4,Hspa1b,up
Srsf7_Ppic,Srsf7,Ppic,none
Cul1_Slc12a9,Cul1,Slc12a9,none
Irf8_Hectd2os,Irf8,Hectd2os,none
Smarcd2_Ptpro,Smarcd2,Ptpro,up
Txnl4a_Styx,Txnl4a,Styx,none
Vps39_Hipk3,Vps39,Hipk3,none
Cmtr1_Trem2,Cmtr1,Trem2,none
Kat5_Hspa1a,Kat5,Hspa1a,none
Mideas_Arl11,Mideas,Arl11,up
Daxx_Rilpl1,Daxx,Rilpl1,none
Kat5_Prdx6,Kat5,Prdx6,up
Egln1_Cotl1,Egln1,Cotl1,none
Mms22l_Cd300lb,Mms22l,Cd300lb,up
Ylpm1_Ifit2,Ylpm1,Ifit2,down
Tnpo3_Mmp12,Tnpo3,Mmp12,up
Gosr2_Gbf1,Gosr2,Gbf1,up
Leng8_Id3,Leng8,Id3,up
Kdsr_H2-Q7,Kdsr,H2-Q7,none
Gnb2_Hif1a,Gnb2,Hif1a,down
Dcaf7_Cd36,Dcaf7,Cd36,down
Gnb2_Plaur,Gnb2,Plaur,down
Wnk1_Fxyd2,Wnk1,Fxyd2,up
Actr10_Maf,Actr10,Maf,none
Vps4b_Cmpk2,Vps4b,Cmpk2,up
Leng1_Cd72,Leng1,Cd72,down
Zbtb17_Ly86,Zbtb17,Ly86,down
Srsf10_Gm14461,Srsf10,Gm14461,up
Ogt_Brd2,Ogt,Brd2,up
Hyou1_Bbln,Hyou1,Bbln,none
Ss18_Sgms1,Ss18,Sgms1,none
Tlr4_Cdkn2a,Tlr4,Cdkn2a,none
Uxt_Creg1,Uxt,Creg1,up
Gins2_Ftl1,Gins2,Ftl1,none
Nop16_Rsad2,Nop16,Rsad2,up
Rpp21_Lgals3,Rpp21,Lgals3,none
Fzr1_Gm56598,Fzr1,Gm56598,none
Cwc15_Cmpk2,Cwc15,Cmpk2,up
Csnk1a1_Eif4a2,Csnk1a1,Eif4a2,none
Ifnar1_Mast4,Ifnar1,Mast4,none
Dpm2_Hsp90b1,Dpm2,Hsp90b1,up
Rpl4_Ifitm2,Rpl4,Ifitm2,none
Rack1_Ppp1r14b,Rack1,Ppp1r14b,none
Rab7_Gpnmb,Rab7,Gpnmb,none
Nrbp1_Anxa1,Nrbp1,Anxa1,up
Rheb_Cd36,Rheb,Cd36,none
Dpy30_Lipa,Dpy30,Lipa,none
Rae1_Acod1,Rae1,Acod1,down
Tnfaip3_Uchl1,Tnfaip3,Uchl1,none
Lamtor4_Syngr1,Lamtor4,Syngr1,up
Nckap1l_Gpnmb,Nckap1l,Gpnmb,none
Copz1_Tmem163,Copz1,Tmem163,none
Atxn7l3_Pf4,Atxn7l3,Pf4,none
Sars_H2-M2,Sars,H2-M2,none
Rpn2_Gpr84,Rpn2,Gpr84,none
Derl2_Ostc,Derl2,Ostc,up
Tbk1_Emp3,Tbk1,Emp3,none
Tnpo3_Gpx4,Tnpo3,Gpx4,up
Rab7_Arhgap10,Rab7,Arhgap10,down
Bag6_Mmp14,Bag6,Mmp14,none
Slc7a6os_3010003L21Rik,Slc7a6os,3010003L21Rik,none
Rbm14_Slamf9,Rbm14,Slamf9,none
Ints1_Pik3r1,Ints1,Pik3r1,none
Atxn7l3_Gadd45b,Atxn7l3,Gadd45b,up
Kdsr_Ecpas,Kdsr,Ecpas,up
Sel1l_Pdia3,Sel1l,Pdia3,up
Yy1_Hsd17b10,Yy1,Hsd17b10,down
Nprl2_Osbpl8,Nprl2,Osbpl8,none
Uxt_Vma21,Uxt,Vma21,none
Uxt_Lgals3,Uxt,Lgals3,none
Dnajc8_Mylip,Dnajc8,Mylip,up
Gtf2a2_Dnajc3,Gtf2a2,Dnajc3,none
Rps19_Adam8,Rps19,Adam8,none
Rheb_Sec11c,Rheb,Sec11c,none
Fth1_Actb,Fth1,Actb,none
Trappc1_Actb,Trappc1,Actb,down
Mtor_Bhlhe41,Mtor,Bhlhe41,none
Adnp_Gbp6,Adnp,Gbp6,none
Dusp1_Npy,Dusp1,Npy,up
Ppp6c_Il1a,Ppp6c,Il1a,none
Tyk2_Ifit3,Tyk2,Ifit3,down
Syvn1_Dnajc3,Syvn1,Dnajc3,up
Sephs1_Cdk20,Sephs1,Cdk20,none
Atxn7l3_Ctsl,Atxn7l3,Ctsl,down
Actr2_Glipr1,Actr2,Glipr1,none
Mapkapk2_Polr2g,Mapkapk2,Polr2g,down
Nelfa_Rsad2,Nelfa,Rsad2,up
Chmp3_Il15,Chmp3,Il15,up
Fth1_Prdx1,Fth1,Prdx1,up
Hars_Postn,Hars,Postn,none
Rbbp6_Mir142hg,Rbbp6,Mir142hg,up
Wdr61_Saa3,Wdr61,Saa3,down
Ptpn11_Gm4924,Ptpn11,Gm4924,none
Cdc42_Cd9,Cdc42,Cd9,up
Il10rb_Tmed1,Il10rb,Tmed1,none
Scap_Serpine1,Scap,Serpine1,none
Gtf2h1_Asph,Gtf2h1,Asph,up
Klf6_Cd9,Klf6,Cd9,none
Leng1_Lacc1,Leng1,Lacc1,down
Jtb_Cxcl1,Jtb,Cxcl1,up
Vps33a_Tent5a,Vps33a,Tent5a,none
Ppp6c_5430402O13Rik,Ppp6c,5430402O13Rik,none
Tnfaip3_Arl5c,Tnfaip3,Arl5c,none
Rbck1_Asns,Rbck1,Asns,none
Rela_Pparg,Rela,Pparg,up
Sart3_Mypop,Sart3,Mypop,none
Cct7_Maf,Cct7,Maf,up
Runx1_C1qb,Runx1,C1qb,down
Rcl1_Aif1,Rcl1,Aif1,none
Dync1h1_Timp2,Dync1h1,Timp2,none
Dcaf7_Aif1,Dcaf7,Aif1,up
Setd2_Gde1,Setd2,Gde1,none
Wdr36_Prdx5,Wdr36,Prdx5,none
Med29_Msrb1,Med29,Msrb1,none
Traf2_Mmp9,Traf2,Mmp9,up
Virma_Six1,Virma,Six1,none
Emc3_Brd2,Emc3,Brd2,none
Nprl2_Fcgr2b,Nprl2,Fcgr2b,none
Daxx_Ifnb1,Daxx,Ifnb1,up
Tsc2_Prkar2b,Tsc2,Prkar2b,none
Ddx6_Lipa,Ddx6,Lipa,none
Top3a_Ifitm6,Top3a,Ifitm6,none
Yrdc_Trib3,Yrdc,Trib3,up
Ccdc22_Fabp4,Ccdc22,Fabp4,up
Fbxo11_Sqstm1,Fbxo11,Sqstm1,none
Wdr48_Ptpn6,Wdr48,Ptpn6,none
Taf5l_Hmox1,Taf5l,Hmox1,down
Paf1_Selenop,Paf1,Selenop,up
Mafb_C1qb,Mafb,C1qb,down
Actr6_Hspa5,Actr6,Hspa5,none
Traf2_S100a10,Traf2,S100a10,up
Ly96_Bcl2a1d,Ly96,Bcl2a1d,down
Ddx6_Asns,Ddx6,Asns,none
Wdr43_Marcks,Wdr43,Marcks,up
Ogdh_Pgk1,Ogdh,Pgk1,up
Zbtb17_Itgb5,Zbtb17,Itgb5,none
Arpc2_Slamf9,Arpc2,Slamf9,down
Dpm2_Npl,Dpm2,Npl,none
Dpm1_Adgb,Dpm1,Adgb,none
Igbp1_Plpp3,Igbp1,Plpp3,none
Dr1_Gm26797,Dr1,Gm26797,none
Sec13_Neat1,Sec13,Neat1,up
Ddx6_Clec4e,Ddx6,Clec4e,down
Ifnar1_Exoc6b,Ifnar1,Exoc6b,none
Ric1_Cxcl2,Ric1,Cxcl2,up
Nolc1_Sp3,Nolc1,Sp3,up
Xpo1_Klhl24,Xpo1,Klhl24,up
Chmp3_Hilpda,Chmp3,Hilpda,up
Tpr_Crim1,Tpr,Crim1,none
Wdr3_Cd36,Wdr3,Cd36,up
Cnot2_Ttc39c,Cnot2,Ttc39c,none
Nolc1_Pilra,Nolc1,Pilra,down
Tbk1_Mt1,Tbk1,Mt1,up
Mbtps2_Efr3b,Mbtps2,Efr3b,none
Cnot2_Il1rn,Cnot2,Il1rn,none
Chmp5_Uchl1,Chmp5,Uchl1,none
Gtf2a2_Cd36,Gtf2a2,Cd36,none
Il10ra_Odc1,Il10ra,Odc1,none
Atp6v1e1_Cdc42se2,Atp6v1e1,Cdc42se2,none
Gspt1_Ptpn12,Gspt1,Ptpn12,up
Tpt1_Npy,Tpt1,Npy,up
Ly96_Mtdh,Ly96,Mtdh,down
Tnfrsf1a_Arhgap15,Tnfrsf1a,Arhgap15,up
Psmd4_Creg1,Psmd4,Creg1,up
Rpl4_Cd36,Rpl4,Cd36,none
Ints9_Esd,Ints9,Esd,none
Atp6v1a_Sqstm1,Atp6v1a,Sqstm1,up
Sart3_Pcdh7,Sart3,Pcdh7,up
Setd2_Cd164,Setd2,Cd164,up
Cmtr1_Aif1,Cmtr1,Aif1,none
Ube2m_1110038B12Rik,Ube2m,1110038B12Rik,none
Tnpo3_Ythdf1,Tnpo3,Ythdf1,up
Ubr4_Mmp12,Ubr4,Mmp12,up
Rpn1_Ptk2,Rpn1,Ptk2,none
Atp6v1a_Cxcl2,Atp6v1a,Cxcl2,up
Trappc1_Ift20,Trappc1,Ift20,up
Chmp5_Gclm,Chmp5,Gclm,up
Jak1_Ifi47,Jak1,Ifi47,down
Myd88_Actb,Myd88,Actb,none
Ptpa_C3,Ptpa,C3,none
Dr1_Pdk1,Dr1,Pdk1,none
Usp39_Sod1,Usp39,Sod1,none
Cbfb_Ifit3,Cbfb,Ifit3,none
